"index" "Country" "Year" "Avg.Length.Stay" "Business.Professional.Purpose" "Num.Bed.Places" "Num.Establishments" "Num.Rooms" "Occupancy.Rate.Beds" "Occupancy.Rate.Rooms" "Personal.Purpose" "Total.Arrivals"
325 "FRANCE" "2014" 1.79 11773 1307756 18358 653878 NA 59.05 71929 83701
326 "FRANCE" "2015" 1.78 11847 1291190 18205 645595 NA 58.95 72605 84452
327 "FRANCE" "2016" 1.76 11663 1297742 18172 648871 NA 58.17 71020 82683
328 "FRANCE" "2017" 1.76 11842 1282530 17840 641265 NA 60.94 74916 86758
329 "FRANCE" "2018" 1.77 11064 1308956 17960 654478 NA 62.2 78258 89322
330 "FRANCE" "2019" 1.8 11261 1315642 17733 657821 NA 62.37 79653 90914
331 "GEORGIA" "2010" 4 NA 21086 462 10564 24 NA NA NA
332 "GEORGIA" "2011" 4 NA 25833 616 12901 23.12 NA NA NA
333 "GEORGIA" "2012" 4 NA 33029 777 14463 29.21 NA NA NA
334 "GEORGIA" "2013" 5 NA 32165 836 15351 24.5 NA NA NA
335 "GEORGIA" "2014" 4 NA 38425 986 18248 23.51 NA NA NA
336 "GEORGIA" "2015" 4 534 48457 1225 23097 NA 57 4722 5256
337 "GEORGIA" "2016" 4 546 61415 1496 28437 NA 57 4847 5393
338 "GEORGIA" "2017" NA 532 66954 1595 30657 NA 62.1 5951 6483
339 "GEORGIA" "2018" NA 624 72621 1639 33186 NA 63.3 6580 7203
340 "GEORGIA" "2019" NA 832 76298 1682 35101 NA 56.7 6894 7726
341 "GERMANY" "2010" 2.14 NA 1784161 36056 940484 37.27 NA NA NA
342 "GERMANY" "2011" 2.12 NA 1813153 35766 952330 38.6 NA NA NA
343 "GERMANY" "2012" 2.13 NA 1817567 34696 948825 39.9 57.1 NA NA
344 "GERMANY" "2013" 2.12 NA 1827060 34116 950216 40.67 57.9 NA NA
345 "GERMANY" "2014" 2.12 NA 1832167 33512 949900 41.94 59.1 NA NA
346 "GERMANY" "2015" 2.1 NA 1908880 33084 953889 43.11 60.2 NA NA
347 "GERMANY" "2016" 2.1 NA 1909656 32433 953110 44.01 61.8 NA NA
348 "GERMANY" "2017" 2.1 NA 1925910 32198 963690 44.94 62.1 NA NA
349 "GERMANY" "2018" 2.1 NA 1911311 31842 976515 45.44 62.7 NA NA
350 "GERMANY" "2019" 2.1 NA 1959076 31615 993298 45.9 63 NA NA
351 "GREECE" "2010" 4.11 NA 763407 9732 397660 48.1 NA NA NA
352 "GREECE" "2011" 4.23 NA 763668 9648 397322 48.3 NA NA NA
353 "GREECE" "2012" 4.35 NA 771271 9670 400433 43.2 NA NA NA
354 "GREECE" "2013" 4.43 NA 773445 9677 401196 45.2 NA NA NA
355 "GREECE" "2014" 4.44 NA 780721 9745 404779 47.3 NA NA NA
356 "GREECE" "2015" 4.39 NA 784315 9757 406200 49.1 NA NA NA
357 "GREECE" "2016" 4.4 NA 788553 9730 407146 50.1 NA NA NA
358 "GREECE" "2017" 4.37 NA 806045 9783 414127 51.9 NA NA NA
359 "GREECE" "2018" 4.26 NA 835773 9873 425973 50.6 NA NA NA
360 "GREECE" "2019" 4.2 NA 856347 9971 433689 48.7 NA NA NA
361 "GUATEMALA" "2010" NA 282 110681 2620 43876 NA 47.01 1101 1384
362 "GUATEMALA" "2011" NA 283 114691 2689 44821 NA 48.32 1151 1434
363 "GUATEMALA" "2012" NA 295 115663 2690 45185 NA 52.2 1196 1491
364 "GUATEMALA" "2013" NA 299 119778 2778 46797 NA 55.06 1217 1516
365 "GUATEMALA" "2014" NA 337 115447 2625 44056 NA 57.04 1402 1739
366 "GUATEMALA" "2015" NA 395 120020 2718 45228 NA 58.63 1470 1865
367 "GUATEMALA" "2016" NA 237 136792 3135 51883 NA 61.9 1669 1906
368 "GUATEMALA" "2017" NA 302 142640 3221 53754 NA 62.3 1812 2113
369 "GUATEMALA" "2018" NA 339 149918 3315 55735 NA 63.11 2067 2406
370 "GUATEMALA" "2019" NA 356 153331 3379 56996 NA 63.43 2203 2560
371 "HONDURAS" "2010" NA 236 NA NA NA NA NA 626 862
372 "HONDURAS" "2011" NA 210 NA NA NA NA NA 661 871
373 "HONDURAS" "2012" NA 248 NA NA NA NA NA 647 895
374 "HONDURAS" "2013" NA 179 NA NA NA NA NA 683 862
375 "HONDURAS" "2014" NA 211 NA 1071 20106 NA NA 657 868
376 "HONDURAS" "2015" NA 183 NA 1091 20344 NA NA 697 880
377 "HONDURAS" "2016" NA 159 NA 1081 23097 NA NA 678 838
378 "HONDURAS" "2017" NA 159 NA 1175 24282 NA NA 691 850
379 "HONDURAS" "2018" NA 143 NA 1178 24169 NA NA 704 847
380 "HONDURAS" "2019" NA 103 NA 1178 24169 NA NA 622 724
381 "HONG KONG, CHINA" "2010" NA 3424 NA 794 66354 NA 87 16661 20085
382 "HONG KONG, CHINA" "2011" NA 3563 NA 1079 70925 NA 89 18753 22316
383 "HONG KONG, CHINA" "2012" NA 3585 NA 1179 76125 NA 89 20185 23770
384 "HONG KONG, CHINA" "2013" NA 3567 NA 1299 79599 NA 89 22094 25661
385 "HONG KONG, CHINA" "2014" NA 3830 NA 1449 83435 NA 90 23940 27770
386 "HONG KONG, CHINA" "2015" NA 3996 NA 1609 85558 NA 86 22690 26686
387 "HONG KONG, CHINA" "2016" NA 4041 NA 1727 87306 NA 87 22511 26553
388 "HONG KONG, CHINA" "2017" NA 3949 NA 1746 91206 NA 89 23935 27884
389 "HONG KONG, CHINA" "2018" NA 3937 NA 1798 93991 NA 91 25326 29263
390 "HONG KONG, CHINA" "2019" NA 3033 NA 1823 96791 NA 79 20719 23752
391 "HUNGARY" "2010" 2.62 1635 161430 2036 69151 31 40.2 38269 39904
392 "HUNGARY" "2011" 2.47 1422 170439 2155 70670 30.8 41.7 39882 41304
393 "HUNGARY" "2012" 2.6 1390 170592 2094 70252 24.7 39.4 42175 43565
394 "HUNGARY" "2013" 2.59 1327 173156 2064 71041 26.6 42 42283 43610
395 "HUNGARY" "2014" 2.53 1204 173914 2123 71486 35 47.8 44780 45984
396 "HUNGARY" "2015" 2.39 1329 177182 2185 72319 36.3 49.8 47016 48345
397 "HUNGARY" "2016" 2.39 1304 181407 2202 73785 38.3 52 51585 52889
398 "HUNGARY" "2017" 2.41 1190 181240 2184 73736 40.6 55 53772 54962
399 "HUNGARY" "2018" 2.37 1270 183557 2357 74956 41.5 56.3 56397 57667
400 "HUNGARY" "2019" 2.34 1642 184090 2324 75013 41.9 56.8 59755 61397
401 "ICELAND" "2010" 1.8 NA 19920 326 9437 36.8 43.5 NA NA
402 "ICELAND" "2011" 1.74 NA 20956 343 9996 36.8 45.9 NA NA
403 "ICELAND" "2012" 1.78 NA 21884 329 10405 37 45.4 NA NA
404 "ICELAND" "2013" 1.77 NA 23512 357 11248 40.8 50.1 NA NA
405 "ICELAND" "2014" 1.74 NA 25210 373 12137 43.5 51.9 NA NA
406 "ICELAND" "2015" 1.71 NA 28037 397 13506 48.8 57.6 NA NA
407 "ICELAND" "2016" 1.72 NA 30814 397 14026 54.9 65.2 NA NA
408 "ICELAND" "2017" 1.68 NA 30741 404 14530 55.6 66 NA NA
409 "ICELAND" "2018" 1.64 NA 32321 420 15276 54.66 62.2 NA NA
410 "ICELAND" "2019" 1.62 NA 34177 444 15916 50.93 59.75 NA NA
411 "INDIA" "2010" NA 861 257542 2716 128771 NA NA 4915 5776
412 "INDIA" "2011" NA 1419 NA NA NA NA NA 4890 6309
413 "INDIA" "2012" NA 1480 153134 1376 76567 NA NA 5098 6578
414 "INDIA" "2013" NA 1693 150706 1257 75353 NA NA 5275 6968
415 "INDIA" "2014" NA 1144 159134 1233 79567 NA NA 6535 7679
416 "INDIA" "2015" NA NA 162022 1394 81011 NA NA NA NA
417 "INDIA" "2016" NA 1372 208578 1903 104289 NA NA 7433 8804
418 "INDIA" "2017" NA 1365 NA NA NA NA NA 8671 10036
419 "INDIA" "2018" NA 1719 NA NA NA NA NA 8839 10558
420 "INDIA" "2019" NA 1606 NA NA NA NA NA 9325 10930
421 "INDONESIA" "2010" 1.93 2570 542640 14587 353138 58.63 48.86 4433 7003
422 "INDONESIA" "2011" 1.99 2746 584207 15283 381457 64.4 51.25 4904 7650
423 "INDONESIA" "2012" 1.93 2784 627754 15998 405778 62.72 51.55 5260 8044
424 "INDONESIA" "2013" 1.98 3081 664843 16685 430793 65.59 52.5 5721 8802
425 "INDONESIA" "2014" 2.15 3163 706436 17484 469277 65.67 53.04 6273 9435
426 "INDONESIA" "2015" 1.94 3474 744233 18353 507201 61.2 51.84 6933 10407
427 "INDONESIA" "2016" 1.82 3864 775243 18829 527176 60.7 50.89 7656 11519
428 "INDONESIA" "2017" 1.91 3068 1027656 26104 703689 63.98 56.69 10972 14040
429 "INDONESIA" "2018" 1.98 3455 1044312 28230 650163 68.61 58.75 12356 15810
430 "INDONESIA" "2019" 1.72 3519 1183497 29243 776025 65.07 54.81 12588 16107
431 "IRAN, ISLAMIC REPUBLIC OF" "2010" NA NA 195391 2979 77493 NA NA NA NA
432 "IRAN, ISLAMIC REPUBLIC OF" "2011" NA NA 221003 3274 81842 NA NA NA NA
433 "IRAN, ISLAMIC REPUBLIC OF" "2012" NA NA 223266 3280 83656 NA NA NA NA
434 "IRAN, ISLAMIC REPUBLIC OF" "2013" NA NA 219505 3280 82738 NA NA NA NA
435 "IRAN, ISLAMIC REPUBLIC OF" "2014" NA NA 229845 3342 83952 NA NA NA NA
436 "IRAN, ISLAMIC REPUBLIC OF" "2015" NA NA 239228 3346 89077 NA NA NA NA
437 "IRAN, ISLAMIC REPUBLIC OF" "2016" NA 16 247101 5079 91877 NA NA 4926 4942
438 "IRAN, ISLAMIC REPUBLIC OF" "2017" NA NA 298357 6900 122454 NA NA NA NA
439 "IRAN, ISLAMIC REPUBLIC OF" "2018" NA NA 323563 8409 133508 NA NA NA NA
440 "IRAN, ISLAMIC REPUBLIC OF" "2019" NA NA 335357 9071 139105 NA NA NA NA
441 "IRELAND" "2010" NA 1018 151715 NA 73274 41 56 6115 7133
442 "IRELAND" "2011" NA 1082 166961 NA 70833 42 57 6548 7630
443 "IRELAND" "2012" NA 1140 161165 NA 68869 44 60 6411 7551
444 "IRELAND" "2013" NA 1220 157284 NA 67377 45 61 7039 8259
445 "IRELAND" "2014" NA 1301 151273 NA 65519 47 63 7513 8814
446 "IRELAND" "2015" NA 1378 150083 NA 64635 53 70 8149 9527
447 "IRELAND" "2016" NA 1395 148965 NA 64419 55 72 8705 10100
448 "IRELAND" "2017" NA 1401 160178 2141 65370 60 73 8937 10338
449 "IRELAND" "2018" NA 1358 158511 1992 64532 54 72 9568 10926
450 "IRELAND" "2019" NA 1464 162190 1903 66183 56 73 9487 10951
451 "ISRAEL" "2010" 2.72 348 112837 332 46993 56.5 66.4 2455 2803
452 "ISRAEL" "2011" 2.72 395 113411 338 47443 56.1 65.8 2425 2820
453 "ISRAEL" "2012" 2.72 433 114162 342 47796 56.4 65.7 2453 2886
454 "ISRAEL" "2013" 2.6 355 115909 357 48454 56.6 65.7 2606 2961
455 "ISRAEL" "2014" 2.54 378 120440 366 49654 53.5 62.6 2549 2927
456 "ISRAEL" "2015" 2.51 364 123793 374 50358 51.7 61.4 2435 2799
457 "ISRAEL" "2016" 2.5 325 126798 388 51428 52 62.4 2575 2900
458 "ISRAEL" "2017" 2.4 405 131274 407 52867 54.7 66.6 3209 3613
459 "ISRAEL" "2018" 2.4 412 136022 419 54400 55 68 3709 4121
460 "ISRAEL" "2019" 2.36 451 139330 429 55402 55.4 69.5 4101 4552
461 "ITALY" "2010" 3.16 13530 2253342 33999 1095332 38.2 NA 59695 73225
462 "ITALY" "2011" 3.13 13908 2253003 33918 1096540 40.2 NA 61958 75866
463 "ITALY" "2012" 3.09 14522 2250704 33728 1093286 40.9 42.8 61770 76292
464 "ITALY" "2013" 3.08 14186 2233823 33316 1089770 37.6 39.7 62576 76762
465 "ITALY" "2014" 3.03 13636 2241239 33290 1090300 40.6 41.9 64058 77694
466 "ITALY" "2015" 2.95 13321 2250718 33199 1091569 42.5 44.9 67747 81068
467 "ITALY" "2016" 2.97 14649 2248225 33166 1091061 43.7 45.1 70275 84924
468 "ITALY" "2017" 2.93 14537 2239446 32988 1086910 46.1 49.6 75394 89931
469 "ITALY" "2018" 2.89 14378 2260190 32896 1091180 48.25 53.5 78851 93229
470 "ITALY" "2019" 2.87 14875 2260490 32730 1092758 49 54.6 80524 95399
471 "JAMAICA" "2010" 6.9 103 50690 884 24667 58.5 60.5 1819 1922
472 "JAMAICA" "2011" 6.9 106 50743 886 24430 59.5 60.5 1846 1952
473 "JAMAICA" "2012" 6.8 100 51332 887 24735 61.7 62.3 1886 1986
474 "JAMAICA" "2013" 6.85 96 49705 919 24067 66.1 67.9 1912 2008
475 "JAMAICA" "2014" 6.88 97 49783 921 24140 68.3 68.1 1983 2080
476 "JAMAICA" "2015" 6.87 101 52288 974 25464 68.5 69 2022 2123
477 "JAMAICA" "2016" 6.87 98 55650 1089 27328 63.3 64.1 2083 2182
478 "JAMAICA" "2017" 6.6 92 57973 1140 28689 64.3 64.9 2261 2353
479 "JAMAICA" "2018" 6.2 92 59196 1084 29635 65.1 66.9 2381 2473
480 "JAMAICA" "2019" 6.11 94 60073 1090 29634 66.6 64.2 2587 2681
481 "JAPAN" "2010" 1.29 1395 3270638 54628 1350872 34.6 51.7 7217 8612
482 "JAPAN" "2011" 1.34 1244 3332677 52721 1388479 34.3 51.8 4975 6219
483 "JAPAN" "2012" 1.32 1443 3307957 50917 1366566 36.4 54.8 6915 8358
484 "JAPAN" "2013" 1.33 1465 3516309 51155 1427107 36.3 55.2 8899 10364
485 "JAPAN" "2014" 1.33 1537 3450175 50125 1404954 37.6 57.4 11876 13413
486 "JAPAN" "2015" 1.33 1641 3474963 49979 1419996 39.74 60.33 18096 19737
487 "JAPAN" "2016" 1.32 1702 3441401 49230 1388076 39.1 59.7 22338 24040
488 "JAPAN" "2017" 1.32 1783 3481685 50678 1423874 40.1 60.5 26908 28691
489 "JAPAN" "2018" 1.33 1795 3612688 53720 1491825 40.8 61.2 29397 31192
490 "JAPAN" "2019" 1.34 1757 3905889 57902 1631643 41.8 62.7 30125 31882
491 "JORDAN" "2010" 2 299 44619 472 23289 40.9 48 3908 4207
492 "JORDAN" "2011" 2 281 45059 474 23578 34.5 41 3679 3960
493 "JORDAN" "2012" 2.4 296 45533 478 23881 44.7 50.3 3866 4162
494 "JORDAN" "2013" 2 298 49157 506 25785 36 44 3647 3945
495 "JORDAN" "2014" 2 255 50031 517 26221 38 43.9 3735 3990
496 "JORDAN" "2015" NA 267 51092 539 26812 31.3 38.4 3494 3761
497 "JORDAN" "2016" NA 453 51975 554 27308 42.7 42.2 3111 3564
498 "JORDAN" "2017" NA 488 52535 563 32550 34.8 39.4 3352 3840
499 "JORDAN" "2018" NA 527 54050 565 33802 45.2 44.2 3619 4146
500 "JORDAN" "2019" NA 570 54574 577 34169 44.76 40.75 3914 4484
501 "KAZAKHSTAN" "2010" NA 1188 76053 1494 34353 20.3 NA 2909 4097
502 "KAZAKHSTAN" "2011" NA 239 81015 1494 37368 24 NA 5446 5685
503 "KAZAKHSTAN" "2012" NA 277 83103 1526 37786 32.9 NA 5887 6164
504 "KAZAKHSTAN" "2013" NA 1096 92053 1678 41197 27.4 NA 5745 6841
505 "KAZAKHSTAN" "2014" NA 1179 109094 2056 49128 23.1 NA 5154 6333
506 "KAZAKHSTAN" "2015" NA 1045 118355 2338 53126 22.8 NA 5385 6430
507 "KAZAKHSTAN" "2016" NA 1097 138062 2754 60427 22.7 NA 5413 6509
508 "KAZAKHSTAN" "2017" NA 1187 152601 2987 65791 25 NA 6515 7701
509 "KAZAKHSTAN" "2018" NA 1223 168603 3322 71858 23.2 NA 7566 8789
510 "KAZAKHSTAN" "2019" NA 1453 181201 3592 75913 23.7 27 7062 8515
511 "KENYA" "2010" 13.4 266 47019 NA 27918 38.8 43 1343 1609
512 "KENYA" "2011" 13.42 310 NA NA NA 40.3 45.4 1513 1823
513 "KENYA" "2012" 13.22 291 NA NA NA 36.4 42.3 1420 1711
514 "KENYA" "2013" 13.23 259 NA NA NA 36.1 42 1261 1520
515 "KENYA" "2014" 12.93 229 NA NA NA 31.6 38.1 1122 1350
516 "KENYA" "2015" 13.2 159 NA NA NA 29.1 37.2 1022 1181
517 "KENYA" "2016" 13.2 180 NA NA NA 30.3 34.4 1160 1340
518 "KENYA" "2017" 13 199 NA NA NA 31.2 31.5 1250 1449
519 "KENYA" "2018" NA NA NA NA NA 32.5 32.5 NA NA
520 "KENYA" "2019" NA NA NA NA NA 30.8 33.9 NA NA
521 "KOREA, REPUBLIC OF" "2010" NA 311 NA 688 74840 NA 63.94 8487 8798
522 "KOREA, REPUBLIC OF" "2011" NA 271 NA 920 70763 NA 65.15 9524 9795
523 "KOREA, REPUBLIC OF" "2012" NA 245 NA 966 121180 NA 64.65 10895 11140
524 "KOREA, REPUBLIC OF" "2013" NA 328 NA 1088 130619 NA 62.85 11848 12176
525 "KOREA, REPUBLIC OF" "2014" NA 315 NA 1293 146511 NA 63.52 13886 14202
526 "KOREA, REPUBLIC OF" "2015" NA 244 NA 1488 160422 NA 59.75 12988 13232
527 "KOREA, REPUBLIC OF" "2016" NA 239 NA 1738 173813 NA 64.15 17003 17242
528 "KOREA, REPUBLIC OF" "2017" NA 232 NA 1844 189557 NA 60.71 13104 13336
529 "KOREA, REPUBLIC OF" "2018" NA 237 NA 2111 200509 NA 62.44 15110 15347
530 "KOREA, REPUBLIC OF" "2019" NA 253 NA 2233 206079 NA NA 17250 17503
531 "KUWAIT" "2010" NA 9 14660 89 8364 NA NA 198 207
532 "KUWAIT" "2011" NA 10 14576 88 8311 NA NA 259 269
533 "KUWAIT" "2012" NA 11 15001 92 8814 NA NA 289 300
534 "KUWAIT" "2013" NA 43 15365 93 8573 NA NA 263 307
535 "KUWAIT" "2014" NA 10 14293 86 8338 NA NA 188 198
536 "KUWAIT" "2015" NA 52 12810 84 6554 NA NA 130 182
537 "KUWAIT" "2016" NA 45 13666 90 7834 NA NA 158 203
538 "KUWAIT" "2017" NA 45 14075 90 7868 NA NA 138 183
539 "KUWAIT" "2018" NA 44 14218 85 7503 NA NA 156 200
540 "KUWAIT" "2019" NA 37 14119 84 7503 NA NA 116 153
541 "KYRGYZSTAN" "2010" NA NA 5050 157 2943 11 NA NA NA
542 "KYRGYZSTAN" "2011" NA NA 4911 149 2875 14 NA NA NA
543 "KYRGYZSTAN" "2012" NA NA 4544 147 2824 19 NA NA NA
544 "KYRGYZSTAN" "2013" NA NA 4615 146 2851 21 NA NA NA
545 "KYRGYZSTAN" "2014" NA NA 4900 171 3084 15.6 NA NA NA
546 "KYRGYZSTAN" "2015" NA NA 7200 199 3951 14.2 NA NA NA
547 "KYRGYZSTAN" "2016" NA NA 7600 192 4062 15.6 NA NA NA
548 "KYRGYZSTAN" "2017" NA NA 7700 196 4229 14.2 NA NA NA
549 "KYRGYZSTAN" "2018" NA NA 7600 194 4588 17.6 NA NA NA
550 "KYRGYZSTAN" "2019" NA NA 8922 207 4322 16.4 NA NA NA
551 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2010" NA 452 42014 1870 30284 54 NA 2061 2513
552 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2011" NA 133 43274 1926 32960 56 NA 2591 2724
553 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2012" NA 249 47412 2030 35857 57 NA 3081 3330
554 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2013" NA 329 52301 2359 39782 55 NA 3450 3779
555 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2014" NA 258 55754 2426 44714 54 NA 3901 4159
556 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2015" NA 276 57642 2449 48386 57 NA 4408 4684
557 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2016" NA 466 60568 2527 46513 51 NA 3773 4239
558 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2017" NA 623 66246 2734 50600 54 NA 3246 3869
559 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2018" NA 490 74526 3102 56825 53 NA 3697 4186
560 "LAO PEOPLE´S DEMOCRATIC REPUBLIC" "2019" NA 690 73339 2920 55541 54 NA 4101 4791
561 "LATVIA" "2010" 2.1 707 27389 495 13026 24.6 NA 4335 5042
562 "LATVIA" "2011" 2 797 27067 497 13176 NA NA 4741 5538
563 "LATVIA" "2012" 2.2 750 27474 489 13404 34.6 39.7 4819 5569
564 "LATVIA" "2013" 2.1 715 26004 441 12637 38.8 44.4 5106 5822
565 "LATVIA" "2014" 1.89 743 26943 444 13025 40.9 46.5 5503 6246
566 "LATVIA" "2015" 1.81 819 24109 306 11970 37.7 44.1 6023 6842
567 "LATVIA" "2016" 1.92 708 25276 316 12425 38.4 44 6089 6797
568 "LATVIA" "2017" 1.8 762 25345 322 12417 40.7 46 6964 7726
569 "LATVIA" "2018" 1.77 694 25501 318 12543 44.6 49.9 7081 7775
570 "LATVIA" "2019" 1.8 711 26511 321 13020 47.89 53.14 7632 8342
571 "LITHUANIA" "2010" 1.95 455 24302 381 12068 28.1 36.9 1052 1507
572 "LITHUANIA" "2011" 1.99 527 26114 379 12622 33.9 44.5 1248 1775
573 "LITHUANIA" "2012" 1.99 547 27453 397 13248 35.4 45.5 1352 1899
574 "LITHUANIA" "2013" 1.97 577 27793 414 13468 36.8 47.9 1435 2012
575 "LITHUANIA" "2014" 1.93 610 28459 421 13788 37.1 48.7 1453 2063
576 "LITHUANIA" "2015" 1.9 616 28585 418 13839 36.8 49.3 1455 2071
577 "LITHUANIA" "2016" 1.91 639 28665 420 13925 39 51 1657 2296
578 "LITHUANIA" "2017" 1.91 716 28930 411 13965 40.8 53.7 1807 2523
579 "LITHUANIA" "2018" 1.91 788 30900 387 14944 42.7 55.2 2036 2825
580 "LITHUANIA" "2019" 1.85 728 39689 494 18140 44 55.9 2147 2875
581 "LUXEMBOURG" "2010" 1.83 NA 15353 259 8387 24.7 26.2 NA NA
582 "LUXEMBOURG" "2011" 1.93 157 15388 260 8393 27.08 36.62 713 870
583 "LUXEMBOURG" "2012" 1.9 190 15345 252 8206 30.6 41.13 760 950
584 "LUXEMBOURG" "2013" 1.89 200 15012 244 7837 31.82 43.25 744 945
585 "LUXEMBOURG" "2014" 1.88 239 14718 237 7778 35.31 46.89 799 1038
586 "LUXEMBOURG" "2015" 1.85 246 14493 235 7635 36.33 47.12 844 1090
587 "LUXEMBOURG" "2016" 1.91 NA 16205 231 7645 30.9 42.7 NA NA
588 "LUXEMBOURG" "2017" 1.88 NA 15726 229 7633 31.42 45.81 NA NA
589 "LUXEMBOURG" "2018" 1.9 NA 15446 227 7484 31.33 45.38 NA NA
590 "LUXEMBOURG" "2019" 1.84 NA 15432 228 7497 30.87 42.87 NA NA
591 "MACAO, CHINA" "2010" 1.54 NA 48386 91 20091 66.08 79.83 NA NA
592 "MACAO, CHINA" "2011" 1.53 NA 54666 95 22356 65.85 84.12 NA NA
593 "MACAO, CHINA" "2012" 1.4 NA 66577 100 26069 57.22 83.6 NA NA
594 "MACAO, CHINA" "2013" 1.4 NA 72199 100 27764 54.65 83.12 NA NA
595 "MACAO, CHINA" "2014" 1.44 NA 72492 99 27904 56.06 86.46 NA NA
596 "MACAO, CHINA" "2015" 1.48 NA 84814 107 32300 53.27 81.54 NA NA
597 "MACAO, CHINA" "2016" 1.43 NA 96706 109 36278 51.25 83.31 NA NA
598 "MACAO, CHINA" "2017" 1.48 NA 97165 113 36682 52.7 87.17 NA NA
599 "MACAO, CHINA" "2018" 1.52 NA 103272 116 38809 54.76 91.05 NA NA
600 "MACAO, CHINA" "2019" 1.53 NA 101243 122 38272 55.11 90.81 NA NA
601 "MALAYSIA" "2010" NA NA NA 2367 168497 NA 59.3 NA NA
602 "MALAYSIA" "2011" NA NA NA 2707 193340 NA 60.6 NA NA
603 "MALAYSIA" "2012" NA NA NA 2724 195445 NA 62.4 NA NA
604 "MALAYSIA" "2013" NA NA NA 3094 209527 NA 62.6 NA NA
605 "MALAYSIA" "2014" NA NA NA 4072 262021 NA 63.6 NA NA
606 "MALAYSIA" "2015" NA NA NA 4799 304721 NA 61.9 NA NA
607 "MALAYSIA" "2016" NA NA NA 4961 321972 NA 60.9 NA NA
608 "MALAYSIA" "2017" NA NA NA 4512 292293 NA 60.6 NA NA
609 "MALAYSIA" "2018" NA NA NA 4750 308207 NA 60.8 NA NA
610 "MALAYSIA" "2019" NA NA NA 5382 340547 NA 58.8 NA NA
611 "MALTA" "2010" 7.3 118 38880 194 17968 53.99 NA 1221 1339
612 "MALTA" "2011" 7.2 118 38286 191 17723 56.03 NA 1297 1415
613 "MALTA" "2012" 7.3 115 37946 193 17791 58.11 NA 1328 1443
614 "MALTA" "2013" 7.3 118 37814 196 18420 62.5 NA 1464 1582
615 "MALTA" "2014" 7 130 38779 197 17875 62.6 NA 1560 1690
616 "MALTA" "2015" 7.9 127 39204 203 18412 63.5 NA 1657 1783
617 "MALTA" "2016" 7.6 137 39711 205 18663 63.7 NA 1829 1966
618 "MALTA" "2017" 6.2 181 38988 220 18785 65.6 NA 2093 2274
619 "MALTA" "2018" 6.1 180 38158 234 19057 67.6 NA 2418 2599
620 "MALTA" "2019" 5.9 189 39457 260 20133 65.7 NA 2564 2753
621 "MEXICO" "2010" 3.85 809 1276988 16875 638494 NA 48.64 22480 23289
622 "MEXICO" "2011" 3.88 835 1302320 17294 651160 NA 50.03 22568 23403
623 "MEXICO" "2012" 4 931 1321092 17669 660546 NA 54.1 22472 23403
624 "MEXICO" "2013" 4.14 1064 1344592 18199 672296 NA 51.7 23087 24151
625 "MEXICO" "2014" 3.72 1254 1384702 18711 692351 NA 53.28 28092 29346
626 "MEXICO" "2015" 3.95 1391 1473024 20038 736512 NA 55.94 30702 32093
627 "MEXICO" "2016" 3.69 1628 1538270 21085 769135 NA 56.67 33451 35079
628 "MEXICO" "2017" 3.49 1936 1589204 21967 794602 NA 56.68 37355 39291
629 "MEXICO" "2018" 3.44 2002 1616320 22560 808160 NA 56.89 39310 41313
630 "MEXICO" "2019" 3.36 1891 1672642 23699 836321 NA 56.47 43134 45024
631 "MONTENEGRO" "2010" NA NA 34630 260 15022 22.02 NA NA NA
632 "MONTENEGRO" "2011" NA NA 35319 275 15470 16.86 NA NA NA
633 "MONTENEGRO" "2012" NA NA 35557 293 15508 16.91 NA NA NA
634 "MONTENEGRO" "2013" NA NA 34935 293 15548 17.21 NA NA NA
635 "MONTENEGRO" "2014" NA NA 34560 287 15137 16.43 NA NA NA
636 "MONTENEGRO" "2015" NA NA 34560 287 15137 16.43 NA NA NA
637 "MONTENEGRO" "2016" NA NA 37293 314 16234 18.47 NA NA NA
638 "MONTENEGRO" "2017" NA NA 39183 336 16717 24.19 NA NA NA
639 "MONTENEGRO" "2018" NA NA 39697 345 16939 26.07 NA NA NA
640 "MONTENEGRO" "2019" NA NA 41091 360 18111 26.25 NA NA NA
641 "MOROCCO" "2010" 7.7 397 181894 2184 84858 35 43 8891 9288
642 "MOROCCO" "2011" 6.4 259 187874 2253 87801 31 40 9083 9342
643 "MOROCCO" "2012" 3 NA 200091 2675 93727 31 40 NA NA
644 "MOROCCO" "2013" 3 499 211974 2961 98882 34 43 9547 10046
645 "MOROCCO" "2014" 3 517 223050 3202 105828 35 44 9766 10283
646 "MOROCCO" "2015" 2.9 750 231410 3522 110031 32 40 9426 10177
647 "MOROCCO" "2016" 2.9 746 242469 3707 114997 32 40 9586 10332
648 "MOROCCO" "2017" 2.85 1263 251234 3904 118934 35 43 10086 11349
